,val_loss,val_acc,loss,acc
0,0.2850817731067316,0.854181545883862,0.5257620637986198,0.8298003793158144
1,0.17099805887955338,0.9280960310750933,0.2556030182152443,0.8789496729227638
2,0.12516678903085082,0.949625955588782,0.16319895260171907,0.9362057105423404
3,0.12320049351720667,0.9495658314050134,0.12892068617330063,0.9509095148265263
4,0.11087630444498205,0.955650214828662,0.11377760661676353,0.9559849471002075
5,0.10399595392284108,0.9576898822143897,0.10103711543935251,0.9608809186846858
6,0.09486501658363129,0.9634235439015858,0.10120035636286633,0.9608123929148685
7,0.09597608613878933,0.9616826763793603,0.10272637372265013,0.96069629482962
8,0.09761987409707326,0.9615187013327186,0.095108196534723,0.9635873161145111
9,0.09188063776315149,0.964663377448694,0.09314095421661785,0.9640027200602378
10,0.10200277999488276,0.9611488456156716,0.09651615186463146,0.9630399228723884
11,0.09118741127982069,0.9650049930188194,0.09488166827912355,0.9636995689588203
12,0.085866691628054,0.9676987368669083,0.0919150812659493,0.9646259260612539
13,0.08044192573027824,0.9681350926854717,0.08662096585207317,0.9665887683975953
14,0.08359176370857367,0.96826171875,0.08633378481687005,0.9666475770287648
15,0.09334464838255697,0.9662657780433769,0.08222469593557355,0.9680084682024929
16,0.07909169576283712,0.9683892540077665,0.08752492579259287,0.9663058606348622
17,0.08741294103327082,0.9663395668143657,0.08356526523680236,0.9678033980761792
18,0.08211927182638823,0.9689804760377798,0.08142735377868413,0.9682547343311025
19,0.08086745065650833,0.9697721111240671,0.08059225838081556,0.9685489791345043
20,0.08174914021545382,0.9686953416511194,0.08041840734865337,0.9684971541314575
21,0.08928202782104265,0.966006150886194,0.08043550570212786,0.9685943253202423
