,val_loss,val_acc,loss,acc
0,0.32333555550717596,0.8735679512593284,0.8340523580512399,0.8197068047167649
1,0.15365340449471973,0.9388509713002106,0.24803150794893553,0.8931426241820922
2,0.10614703300951132,0.9588759692747202,0.13438179639243764,0.948108072304607
3,0.10605838811442034,0.9602096338770283,0.10347133918138682,0.9602667208927781
4,0.08544130434296024,0.9658521956472255,0.09015562002289157,0.9654786983137305
5,0.09548953753798756,0.9657483465635954,0.08735780194278182,0.9665797596942528
6,0.09357640769944262,0.9659369178672335,0.08367407179837598,0.9678353835298845
7,0.07969967523283923,0.9688128579908343,0.08247664701780474,0.967918484464016
8,0.07543580336913244,0.9695197717467351,0.07996879340107761,0.9694306993761268
9,0.0821391292639188,0.9668187374499306,0.08100928083235154,0.9688549642736837
10,0.07929403682364457,0.9689704562301067,0.07868120101455037,0.96949203789333
11,0.07330745881173148,0.9702540155666978,0.07527552101495452,0.9708569777347951
12,0.07239500269182582,0.9707504955690298,0.07441599192607462,0.9711131636380754
13,0.08021394927888664,0.9684001856775426,0.07254205881363124,0.9713893908370984
14,0.07606526439203255,0.9701410540893897,0.07354819955023169,0.9710347190820557
15,0.07317548798424985,0.971123993396759,0.07366281100371189,0.9713259270139792
16,0.07199939774043525,0.9709663960471082,0.07386687280576225,0.9710747003555298
17,0.07733426056802273,0.96966552734375,0.07113864156687832,0.9722986427903373
18,0.07465003728310564,0.9702813456307596,0.06991428298687263,0.9725520951830926
19,0.06700305040202924,0.9726161663211993,0.06990440897828903,0.972800385694994
20,0.06758502759595415,0.9722162502915112,0.06826803999432482,0.9730558637560501
21,0.06847602404209215,0.9718436625466418,0.06802572788760239,0.9732442319294311
22,0.07057054037812041,0.9716805993621029,0.06847595629802786,0.9728190107132072
23,0.0706250784056845,0.9714346367921403,0.06810825381730722,0.9730036341728856
24,0.06758687887062777,0.9724485482742538,0.06690603437807231,0.9735533553569471
