,val_loss,val_acc,loss,acc
0,0.3400416174041691,0.8562212132695896,0.5297777111554027,0.8322825776799203
1,0.19109427839962403,0.9301448072960128,0.2513136250116734,0.882577570318978
2,0.12572160713485817,0.9510306742653918,0.15644988457164163,0.9393160747453744
3,0.11986129692018922,0.9535039645522388,0.12918311661452203,0.9490924280871997
4,0.11308989590450899,0.9569437966417911,0.11152710262716904,0.9574550551363881
5,0.0992729403078556,0.961594310269427,0.10434068972939875,0.9602445536980384
6,0.0975950966352847,0.9627913298891552,0.09509392770912319,0.9636839812074728
7,0.09388678148388863,0.964411038071362,0.09616835553748888,0.9633867004222142
8,0.08688531677002337,0.9661528174556903,0.08999140008320262,0.9660362133734657
9,0.08250647655396319,0.9680230430702665,0.08921325728173675,0.9660082759944163
10,0.08232079657600887,0.967900973647388,0.0849406058293077,0.9676414478082167
11,0.08142300861984936,0.9686106203207329,0.08101505347547641,0.9684017053488673
12,0.07558144634561752,0.9702904535763299,0.08066392136401007,0.9684358162073353
13,0.07754576389691722,0.9691544708920948,0.08725093853710895,0.9663342020997954
14,0.07617847771564526,0.9696236234992298,0.0800452357402093,0.9691618605830381
15,0.0772136769799599,0.9682006827041284,0.07719007145557831,0.9697160357068823
16,0.07309156100251782,0.9710256083687739,0.07787266603453243,0.9696764593100666
17,0.07371124853171519,0.9704134366405543,0.07494396988185088,0.9704587814424366
18,0.07178894238574292,0.9709208465334195,0.07392220598202243,0.9705348987484452
19,0.07316881395987611,0.9708005981658822,0.0732004761597015,0.970925200242506
20,0.07294002653502707,0.9709554634877106,0.0718669417139705,0.9714393932032546
21,0.07436448869420521,0.9702357961170709,0.07533622814178664,0.9698875007740103
22,0.06815321229175846,0.9724385284665805,0.07181804664247665,0.9715162188457217
23,0.0743669387675933,0.9692856509294083,0.06876269950350719,0.9726355001701051
24,0.07108455284762738,0.9714774507195202,0.0763418594773729,0.9696521665128705
25,0.07613732585155253,0.970162007346082,0.0710296521757175,0.9715997241622772
26,0.06991142598884319,0.9722053195113567,0.0706281450393287,0.9719408332411923
27,0.06782434182936575,0.9726717365321829,0.06700002750502297,0.9728575744241427
28,0.07562188756888483,0.9700444918959888,0.06806232620827594,0.97220147199694
29,0.07082571067027192,0.9716122755363806,0.07068453927464154,0.9714664192144353
30,0.07022532442612435,0.9726398533849574,0.06583467661518956,0.9733969718464967
31,0.07125113904476166,0.9714783616920015,0.06344480402952996,0.9741222071608105
32,0.06909737772127586,0.9718828352529612,0.06459888203029411,0.9738168288423845
