,val_loss,val_acc,loss,acc
0,0.20852645809081063,0.8814314666079052,0.4452924033500267,0.8287704749091546
1,0.13312630377598664,0.9470305932101919,0.20981940654280964,0.8991824732491033
2,0.10252880232770052,0.9599846227845149,0.11909719172302961,0.9545807341240334
3,0.09000968132446062,0.962884247303009,0.10312447159444514,0.9601587192533819
4,0.08892824834407266,0.9662867295208262,0.08913802365412561,0.9654048074339555
5,0.08371213125759985,0.9678235418760954,0.08943499162620178,0.9652836487858647
6,0.07772682715596547,0.9695170379396695,0.08157650625972605,0.9686149737332789
7,0.0848443651043657,0.966079029574323,0.07952832814868212,0.9687487854688717
8,0.07983481419731432,0.9685213467968043,0.07785053941642071,0.9695462906736244
9,0.07277584390075349,0.9701082599696829,0.07904550896503439,0.969626861128641
10,0.07335213379962231,0.9703642423473188,0.07509462970307415,0.9708192230852485
11,0.07548292729058373,0.9699360852810874,0.07381184090231584,0.9711890786046017
12,0.07115127438151125,0.9709709509095149,0.07349572423999978,0.9711502101488572
13,0.07455485169567279,0.9697056092433075,0.07339468587245514,0.9711141765216492
14,0.07224997741851344,0.9700326501433529,0.07283671536354679,0.9716653138843935
15,0.07046408884560884,0.9705974513025426,0.0708500855474132,0.9721910465218336
16,0.07998846426828583,0.967460062966418,0.07305421546768787,0.9714636860004507
17,0.07528698733493464,0.9705919854676546,0.07478148183147508,0.970618708710963
18,0.07073834324394589,0.971691531031879,0.07046109069738024,0.9724386284007361
19,0.06835528654949878,0.9716159185366844,0.06849328974635645,0.9729312623713542
20,0.07567827450806525,0.9703150516125694,0.07028765807153771,0.972232849937964
21,0.07241097579140272,0.9718381976013752,0.07058272574399636,0.9723637271085585
22,0.06801412065527332,0.9722390237139232,0.06979126498029006,0.9722991485896197
23,0.0654488901760596,0.9726298309084195,0.06788207799393937,0.9731760105090355
24,0.06492686380090108,0.9727564578625694,0.06651877548242881,0.9734419127601889
25,0.069414490111061,0.9727063525968523,0.06825483178914483,0.9731054604547732
26,0.06538206714191544,0.9726726483942857,0.06595940776725313,0.9737451653773116
27,0.06339909403181787,0.973141798332556,0.06579715542334624,0.973967948956276
28,0.06344718916981078,0.9735316936649493,0.06448142359011604,0.9740783790648477
29,0.06413241473040474,0.9730461462220149,0.06513902011202342,0.9738561023724811
30,0.06483609084762744,0.9728020055970149,0.06385437893383143,0.9744772843855926
31,0.06376113595246378,0.9733103282416045,0.06333030347602679,0.9744682759787906
32,0.06376841753276426,0.9729213421024493,0.06518482102411699,0.9738288745160522
