,val_loss,val_acc,loss,acc
0,0.5358603783507845,0.8483258147737873,0.6298002572992746,0.8070525865056621
1,0.25741644181422335,0.8586899486940298,0.3762351420289446,0.8394793615016969
2,0.2053245857580384,0.8699732547375694,0.26099475392852456,0.8519305331790032
3,0.1296441934224385,0.9483013998216657,0.18167150408573213,0.9157509370822812
4,0.11442064488334443,0.9550316654034515,0.1337677885594455,0.9489277453960273
5,0.10003737354678895,0.9607134016592112,0.11728417586726732,0.9547776054980149
6,0.09984663968433195,0.9603271484375,0.11650009696707006,0.9546375184707578
7,0.09689457164104305,0.9622611421257702,0.11445022003715905,0.9574789419696106
8,0.09399036390345487,0.9629635019088859,0.09854859859986882,0.9622550697666693
9,0.08907844520994086,0.9650988231843977,0.10073680288558377,0.9615574676796769
10,0.09261521185511973,0.9651880967083262,0.09438977848929948,0.9639625357553536
11,0.08455384378112964,0.9667558821279612,0.09452671283364888,0.9637170794789075
12,0.10364311138418184,0.9613829664329985,0.08962953806071733,0.9656741517297862
13,0.09526204167684513,0.965142548084259,0.09098471344060961,0.9651156245772519
14,0.08448022275940696,0.9673808092501626,0.08932513335895775,0.9655213108900965
15,0.08231174428738765,0.9667212651736701,0.0854412620488684,0.9670409141092949
16,0.08648267602409,0.9677315336554798,0.08441640990191629,0.9673944726512207
17,0.07968507270648409,0.9690588196711754,0.08219632334624159,0.9682536216122198
18,0.08351648390404325,0.9686160870452425,0.08144809015305284,0.9682702214563664
19,0.07959137562273154,0.9685231687417671,0.08002477559333615,0.9687813775456366
20,0.07870501391033628,0.9686989846514232,0.07959469780943683,0.9689090153075767
21,0.08004293271076324,0.9694049883244643,0.07923075740239513,0.9690616540054777
22,0.07792521721280332,0.9691490068364499,0.07754661839696306,0.9696043909683354
23,0.0778903905580293,0.9691335194146455,0.07939780766691142,0.9689516288724112
24,0.07447871162709016,0.9706311581739738,0.0775458065555068,0.969491430281802
25,0.07291679807118516,0.9700290044741844,0.076560881439825,0.9700991504425631
26,0.07372810016038703,0.970522752448694,0.07641502139876731,0.9700105832781563
27,0.07286607977280866,0.9708370370651359,0.07456785849423749,0.9705669849270809
28,0.0725013048513167,0.9711941400570656,0.07398921925926683,0.9711847257851368
29,0.07316669396388886,0.9713326060949866,0.07522326024561181,0.9704303391537263
30,0.06931268888066953,0.9715931460038939,0.07316805159126348,0.9710359331189499
31,0.07189207268295003,0.9713562913795015,0.07274518773626926,0.971219545177757
32,0.0691502069526199,0.9722290030166284,0.07115605352430993,0.9716613666335149
33,0.06751040358151962,0.9725177812932143,0.07077533964246857,0.9718731173235385
34,0.0679322156165518,0.972649872303009,0.07039105861291758,0.9718402213915861
35,0.06822451501528719,0.9726799343948933,0.06922043962512246,0.9721321366714997
36,0.06947064608224292,0.9723392315764925,0.06894738746074895,0.9724524955251324
37,0.06916386425606351,0.9720878040612634,0.06975772016825367,0.9718286819125882
38,0.06883957295386649,0.9721816324475986,0.06975296304049974,0.9719278772869712
